gene	logFC	pvalue	fdr	LR
CDR2L	-5.83083748025267	5.01083253578984e-15	2.64663063935809e-13	61.2562858716345
FGR	14.5950167846916	5.04273163801794e-15	2.65515579278013e-13	61.2437919778366
GPC6	-11.0216294279862	5.66617177625742e-15	2.97412237564365e-13	61.0143007704506
PHKA1	-6.87935685712859	5.91207477138752e-15	3.09355738581082e-13	60.9306645557888
SHISAL1	-14.88881748523	5.93171694218104e-15	3.09422596776496e-13	60.9241347198622
ENSG00000259760	10.0737395725714	5.99453164314628e-15	3.1173414708448e-13	60.9033968986527
MTSS2	-6.93800351874663	6.61946552122922e-15	3.43173460206742e-13	60.7081756986906
ENSG00000244682	11.7453386038222	7.21774424028002e-15	3.73042247559749e-13	60.5378438475248
DNASE2B	13.8537830267173	7.67149388436272e-15	3.95281346965222e-13	60.4178297161845
SIGLEC7	12.0990134844085	7.92302752137975e-15	4.06997227767462e-13	60.354325048685
CDCA7	-6.87293393346326	7.99401514860622e-15	4.09395626865855e-13	60.3367675499202
SCARF1	6.46473942190663	8.25956491827333e-15	4.21713361539355e-13	60.2724439261112
CADPS2	-13.1852314316579	8.69114571407315e-15	4.42408199807911e-13	60.1721917232555
ADGRA3	-5.49393825240031	9.12856019803742e-15	4.63274430050399e-13	60.0755432949347
GPX8	-8.8891359268894	1.05998846456971e-14	5.36328697883938e-13	59.7814291990815
MPDZ	-8.43222255724876	1.21851934983606e-14	6.14695584592447e-13	59.5071285795399
NAGPA	4.01670545074563	1.31772038995389e-14	6.62754353741285e-13	59.3531059855145
CDKN3	-6.9749361219797	1.32679713091889e-14	6.63739771771592e-13	59.3395973166483
VGLL3	-14.4978359527484	1.32755833038772e-14	6.63739771771592e-13	59.3384686493812
APOBR	12.5178974864271	1.3447137495911e-14	6.70327868842024e-13	59.3132017678406
TK1	-4.56812663438975	1.39554435573926e-14	6.93614361352529e-13	59.2401882890986
ARHGAP4	6.5856914599707	1.62569680116253e-14	8.05628394199631e-13	58.9398087173973
LAPTM4B	-5.83370928160586	1.63556082563903e-14	8.08139717043752e-13	58.9279058839346
MSR1	11.5004892633798	1.79184676113515e-14	8.82772692349887e-13	58.7483397925549
FAM78A	5.41002015866629	1.87676766410696e-14	9.21914238266421e-13	58.6572345623485
LMO7	-5.10668976528305	1.88708922829922e-14	9.24289721151558e-13	58.6464435856271
ERRFI1	-6.55055133011604	1.93168834977532e-14	9.43391797256938e-13	58.6004851088422
PRSS23	-8.16240957338279	2.17993190933659e-14	1.06155123527203e-12	58.362625414038
EPHA2	-15.2840462933689	2.2280023088343e-14	1.08183316719162e-12	58.319714213213
PYGO1	-7.42450236231636	2.31299524515861e-14	1.11987519786429e-12	58.246061926585
NCF2	11.3312075808175	2.32425648749523e-14	1.12210308188559e-12	58.2365070403973
GFPT2	-10.7573702256508	2.40259838491425e-14	1.15661086249772e-12	58.171290734372
KIF7	-8.78193251078889	2.45020889097643e-14	1.1761700741898e-12	58.132688526402
CD52	16.2241944274087	2.48250546590797e-14	1.18565833610472e-12	58.1069276077755
PRTFDC1	-13.1086606097028	2.48404886132687e-14	1.18565833610472e-12	58.1057049495677
ASF1B	-4.2356366666164	2.50203577822427e-14	1.19087007986725e-12	58.0915117245796
ARHGAP30	8.84139570580511	2.66817160852102e-14	1.26636685723861e-12	57.9650443101552
PTPRK	-10.9105555351311	2.70029204434158e-14	1.27801181615481e-12	57.9415045839122
LRP6	-6.78440050197785	3.04156067921859e-14	1.43549736370179e-12	57.7074021695519
GALM	4.14079975737353	3.11042014439984e-14	1.46389578248584e-12	57.6633670176152
SKA3	-6.67911629900542	3.13700105372038e-14	1.47229333576977e-12	57.646629128165
RND3	-10.0088952539541	3.26652782741369e-14	1.5288257601137e-12	57.5670457021873
LAMB1	-7.90505696333856	3.31033802720397e-14	1.54503837729528e-12	57.5408409838562
TYMP	5.71338749599857	3.35038306967023e-14	1.55940895969265e-12	57.5171901450748
HJURP	-4.97296214517636	3.45208260503853e-14	1.60231790116513e-12	57.4583743762046
KIF15	-6.02644055332327	3.47483842509936e-14	1.6084492479258e-12	57.4454515270658
CCDC69	6.51817579208675	3.78063430132584e-14	1.74520294090518e-12	57.2795628105778
DHRS9	8.14464415888837	3.79246276524917e-14	1.74587992163069e-12	57.2734189934687
GINS2	-5.81901411319917	3.90943071069225e-14	1.79482283499874e-12	57.2136767097356
MCM10	-7.67320446529433	4.05461828678118e-14	1.85642020418413e-12	57.141960937354
VAMP8	8.01883356570818	4.16612083546598e-14	1.90230270885545e-12	57.0886073134667
CHIC1	-8.39099645920405	4.19678235491337e-14	1.91112394318744e-12	57.074186234755
FMN2	-10.5221204193584	4.47867283928645e-14	2.033993495125e-12	56.9463389536009
GJA1	-13.8621416211251	4.70023984693032e-14	2.12888013927229e-12	56.8513802194748
RAB3B	-13.2810434184463	4.74156977800283e-14	2.14184206942546e-12	56.8341638345542
ZDBF2	-7.19077766387658	4.79539357817675e-14	2.16036327269251e-12	56.811966738551
POLQ	-5.39092882145256	6.46742489812528e-14	2.90585712289367e-12	56.2237899113639
BIN2	12.1553590007867	6.5167542956473e-14	2.92023385977025e-12	56.2088501144968
MAGI2-AS3	-5.9710168918701	6.57257460870854e-14	2.93743526743051e-12	56.1920803561392
TYMS	-5.60013143824854	7.07412721074071e-14	3.1532267030098e-12	56.0474952722325
UBE2T	-5.30156990367886	7.25182729784919e-14	3.22390601956361e-12	55.9987184950888
STEAP2	-13.2098327157483	7.60905748105892e-14	3.37381603943057e-12	55.9041808540504
OTUD7B	-4.51166121672528	7.66188296266854e-14	3.38832194325465e-12	55.8905792504807
ERCC6L	-9.13494110916436	7.78420570269451e-14	3.43340528493978e-12	55.8594401838237
JAM3	-7.63691064030731	8.21833237766973e-14	3.61542251256808e-12	55.7527478601179
MCM2	-3.84547357029824	8.31988864438942e-14	3.65056780649264e-12	55.7286035953469
ESPL1	-5.09010290304552	8.54885949874008e-14	3.74129178426679e-12	55.6752320688473
SNX20	13.6793580801645	8.94926321237988e-14	3.90637657682354e-12	55.585249412485
ZDHHC19	11.2615659658452	9.12622501553272e-14	3.97332726839046e-12	55.5467573287715
LILRA6	9.51825090997564	9.55973102801243e-14	4.15133783739643e-12	55.4555315925658
CAP2	-13.2814579649042	9.89846401365223e-14	4.28738355182587e-12	55.387085590863
CAMK2N1	-12.3711707487904	1.01614407140336e-13	4.39000293822443e-12	55.3355443649577
SH3BP1	4.59331551027539	1.05268858293908e-13	4.53625318003595e-12	55.2660938393065
HCST	12.9730644539111	1.07375839642434e-13	4.61524367891677e-12	55.2271403092797
EGFR	-16.2087860612739	1.09924823596463e-13	4.71278206813438e-12	55.1810248144568
MCM7	-4.69069497246374	1.10564077305418e-13	4.72815771197712e-12	55.1696274385456
DHRS11	4.53368180579291	1.12850823905145e-13	4.81373046070328e-12	55.1293895841257
PLK4	-4.90027942125382	1.1605489857947e-13	4.9379014802159e-12	55.0743618251927
AADAT	-12.7150415492792	1.23055521938092e-13	5.20945349028874e-12	54.9592397479878
ENSG00000243961	13.1273641470761	1.23047180171964e-13	5.20945349028874e-12	54.9593729866635
NRN1	-8.44053075509299	1.26801691757524e-13	5.35459073790107e-12	54.9002993741481
KANK2	-6.4376387244768	1.29354153732982e-13	5.44872034061754e-12	54.8611299073841
HAVCR2	10.9612556344973	1.3105971311314e-13	5.50679577616782e-12	54.835385498928
MS4A6A	13.4232255952412	1.37560565623203e-13	5.76556709001331e-12	54.7402413112489
TBXAS1	5.6694757968946	1.53146067523187e-13	6.40287367667043e-12	54.5293163449142
ESCO2	-5.50832765175781	1.88708203029333e-13	7.87015968525056e-12	54.1189945895261
CHML	-4.08774396527416	2.01073469020925e-13	8.36515278897175e-12	53.9942863281882
TPK1	5.05279829942182	2.02431930853465e-13	8.40092513041882e-12	53.981056392525
CDC25A	-5.99233410250697	2.0636374258007e-13	8.54305331383683e-12	53.9432596541881
DENND1C	8.04753467722625	2.11821734277386e-13	8.74751078637177e-12	53.8919691474084
E2F2	-5.31626970801921	2.18874791508072e-13	9.01667814699144e-12	53.8276136976135
MSRB3	-9.35095800405157	2.21536160864155e-13	9.10405554731741e-12	53.8038679015459
SPINT1	10.8267819481825	2.23462585337703e-13	9.16087858967145e-12	53.786856992896
NR1H3	4.42314731992075	2.35578005920432e-13	9.63411121784794e-12	53.6831252802348
MCAM	-10.9597410296348	2.39919603754742e-13	9.78790654640108e-12	53.6472473857781
HRH2	11.8427938658207	2.41380955378115e-13	9.82373844726054e-12	53.6353171229897
CEP170B	-4.09278520848834	2.47802129189692e-13	1.00607664451015e-11	53.5837380119242
POPDC3	-10.9388190792461	2.5290812484367e-13	1.02433870083918e-11	53.5436690063918
AMH	-8.82461732651822	3.01503066364075e-13	1.21823145447681e-11	53.1984078940474
DBN1	-4.1181694041234	3.12895260985494e-13	1.26123738094368e-11	53.1255543813909
DEPDC1B	-7.07301067000153	3.29561884245701e-13	1.32524777748349e-11	53.0236173650303
GM2A	7.9317001442892	3.41636509189305e-13	1.37053179603109e-11	52.9529386918816
EXT1	-5.46876316728611	3.4259347563846e-13	1.37110628765615e-11	52.947444443628
MSRB1	3.96679769006669	3.46966197486006e-13	1.38531598612363e-11	52.9225331061623
CD53	13.7257266356561	3.78113755492818e-13	1.50610843174905e-11	52.7536823967824
AMOTL2	-8.03335762639948	4.00811405974865e-13	1.59275268379021e-11	52.639187713682
SIX4	-11.1218770644946	4.18194462289895e-13	1.65791964591116e-11	52.5558066702612
VCAN	-6.81106820059897	4.23888394483604e-13	1.67654825320522e-11	52.5292472161064
MITF	4.09455939830414	4.26858952813817e-13	1.68434344167682e-11	52.5155323553107
ATP9B	4.18877324078606	4.33206143490539e-13	1.70539493263367e-11	52.486545094149
PTPN21	-7.27005166009132	4.34819436889054e-13	1.70775587229456e-11	52.4792450112835
MAGI1	-8.32031097959108	4.37498693075957e-13	1.71428266968298e-11	52.4671811657634
RASGRP4	12.174799648543	4.55687551610271e-13	1.78141057008851e-11	52.3871863462775
AIF1	12.6281380078698	4.60224667272249e-13	1.79472942474029e-11	52.3677300241777
HCN2	-5.46224083994309	4.6122490409671e-13	1.79472942474029e-11	52.3634665767237
OXER1	12.8283345127388	4.62571683619204e-13	1.79582264914746e-11	52.357740604844
SPC25	-7.56819918309302	4.82904035520299e-13	1.87044829758196e-11	52.2732659549667
TMEM176B	12.0493470038647	4.94836886135853e-13	1.9122721776383e-11	52.2253307548679
ASAH2B	-8.29800213475667	5.46867145154116e-13	2.10850446881046e-11	52.0290092336199
PAWR	-8.49270469563787	5.71617804626648e-13	2.19890145893936e-11	51.9420928818436
MYBL1	-6.80022532215634	5.85087595023167e-13	2.24559017962308e-11	51.8963607029299
LST1	8.82556660453112	6.01511703486818e-13	2.3033797027385e-11	51.8420028550954
TREML1	12.9056376862096	6.22523812498742e-13	2.37843621695948e-11	51.7745863733721
SLC43A2	4.7517744848633	6.36076431965727e-13	2.42471760230555e-11	51.7323008332555
SKA1	-6.86815046992131	6.4386179524537e-13	2.44885494087793e-11	51.7084155728876
NPDC1	-6.73570552135938	6.61761221228069e-13	2.51126459830444e-11	51.6545789895215
HELLS	-5.57798601359719	7.13509385473805e-13	2.7015549743479e-11	51.5067615019682
HK3	18.7360857803604	7.15343713286039e-13	2.7024274047436e-11	51.5017207871947
GPR34	10.6405002160213	7.26915720412815e-13	2.74000066515336e-11	51.4702161558895
CCDC88B	6.15379641972385	7.28635796580118e-13	2.74035369120054e-11	51.4655761624346
CCL24	10.8870859517902	7.53086535451129e-13	2.82600334873409e-11	51.4007789320934
CRNDE	-6.58956005284746	7.62988946453854e-13	2.85680016862244e-11	51.3751334208016
ZNF507	-4.07444221765914	7.68376286131173e-13	2.87059247118052e-11	51.3613206927361
DNM1	-5.45359562326251	7.84893093497244e-13	2.92581056025112e-11	51.3195690466879
DMPK	-7.08396527018699	8.43791770104357e-13	3.13150826750844e-11	51.1775253586923
FJX1	-4.83293381307536	8.42093948919692e-13	3.13150826750844e-11	51.1814791846599
SLC12A6	4.38064848691309	8.65045893562257e-13	3.20333148585285e-11	51.1286922501968
ENPP1	-8.42883298343527	9.17723192075139e-13	3.39094694370044e-11	51.0126564792227
ARRB1	5.3643693371754	9.24473546534298e-13	3.40841461390731e-11	50.9982711558051
FBXO5	-4.28900433336491	1.00226733068018e-12	3.68716206432978e-11	50.8396826732526
RNF182	-10.882055348131	1.01815656049397e-12	3.73745531323809e-11	50.8088103951961
ENSG00000234108	-12.7705564224352	1.06068901329847e-12	3.8851193880578e-11	50.7284855995254
AFAP1L1	5.93603405413534	1.14371012072726e-12	4.18012403994222e-11	50.580582606931
C19ORF38	8.68957707352155	1.16826175158855e-12	4.26061520617218e-11	50.5388982929021
SH3BP4	-6.23848800774516	1.20819675377786e-12	4.39674019533545e-11	50.4729331459869
CENPK	-5.41415708979352	1.21879326150664e-12	4.41622530389793e-11	50.4557958918719
CTNS	3.64491183776561	1.21681515549685e-12	4.41622530389793e-11	50.45898364597
RIPK4	-13.0429879622004	1.23840117702789e-12	4.47764408406502e-11	50.4244744999372
RRAGD	3.51265702086807	1.25452911208295e-12	4.52624432751297e-11	50.399081722842
GLRB	-12.2750881712665	1.26938542896727e-12	4.57005878048494e-11	50.375978463752
TSPAN5	-8.00412930235785	1.30820526202926e-12	4.69977621746928e-11	50.3168634431816
VEGFC	-14.7275530114519	1.40162479406679e-12	5.02467577770879e-11	50.1815073454485
FOXG1	-13.6545703153004	1.54562353858888e-12	5.52913184749132e-11	49.9896085761097
F2R	-6.58603600971463	1.63320095427236e-12	5.83004298274045e-11	49.8814661762645
LDOC1	-9.02769385212331	1.82801267966971e-12	6.51166715428222e-11	49.6603705346587
GULP1	-12.0915469203585	1.84460724478416e-12	6.5569171872085e-11	49.6426405655528
NUAK1	-13.1313639209599	1.8485176373915e-12	6.55698393103355e-11	49.6384858632808
HSPA4L	-6.07957966541097	1.888890251323e-12	6.68611593372714e-11	49.5960978660426
DOCK9	-6.32089794159001	1.90797019371484e-12	6.73949471570259e-11	49.5763799635283
RPS6KA1	5.29635460946772	1.94244054484179e-12	6.84689973640991e-11	49.5412522028071
PECAM1	10.1460362413285	1.9490519957905e-12	6.85586160272946e-11	49.5345860104509
PLD4	7.65854563494857	1.9795626836991e-12	6.94867742867627e-11	49.5041130151962
RAD54L	-6.13022726933899	2.08985569045737e-12	7.3205776566562e-11	49.3977465344559
ITGAE	3.471365503847	2.17526153584825e-12	7.60393809491848e-11	49.3191718825516
CARD10	-7.81792798257166	2.24854319645169e-12	7.83232679295167e-11	49.2541746017269
PRAG1	4.80525171517228	2.2498938618248e-12	7.83232679295167e-11	49.2529966246408
TRPC1	-10.5873421173855	2.39512404829586e-12	8.32071032778082e-11	49.1302946174408
RGCC	9.20458177066794	2.42541727720628e-12	8.40861228470138e-11	49.1056408099447
TOR4A	4.80004194048509	2.55937294947037e-12	8.85479975885548e-11	49.0001932248641
CCNB2	-3.924004212993	2.6827418460014e-12	9.26260601706509e-11	48.9078551317661
IL6R	4.35771806137895	2.85564751238553e-12	9.83942841230754e-11	48.7853510168313
FGL2	11.5676176500582	2.89482605155626e-12	9.95406615156558e-11	48.7586257072688
ENSG00000269001	11.1688897591095	3.09328028798761e-12	1.06148023568846e-10	48.6285823149125
MYO1F	10.7144309795807	3.17142115220949e-12	1.08608282507272e-10	48.5796558596062
FGD1	-4.16444772046174	3.3442762480474e-12	1.14295558830326e-10	48.4755790985522
MCM8	-3.94317112310808	3.42355850152605e-12	1.16768293911361e-10	48.4296313672445
DNASE1L3	11.6066734160288	3.62179027703569e-12	1.23279887631867e-10	48.3192514151508
IL27RA	4.79315806612459	3.8161738744891e-12	1.29634503248522e-10	48.2167355205479
NCAPG2	-3.64370142848446	3.86601527221432e-12	1.31063362819998e-10	48.1912914131686
THSD4	-13.0077126246289	3.92580868741824e-12	1.32823193924317e-10	48.161196441566
SAMSN1	8.39032546066961	4.56117822404443e-12	1.54010605003857e-10	47.8670729829672
ENSG00000226281	10.5641225547737	4.59236059852725e-12	1.54753367449171e-10	47.8537150603713
CDCA8	-4.33566851383607	4.63373775373069e-12	1.55525592455395e-10	47.8361293514619
PHGDH	-5.06647523644921	4.6310283980177e-12	1.55525592455395e-10	47.837276037647
FPR3	13.7384333535808	4.64320574690202e-12	1.55533545983205e-10	47.8321274560591
DUXAP8	-7.15282560849042	4.68314169402083e-12	1.56560028576502e-10	47.8153368714911
JAML	12.7182113332625	4.99711070354107e-12	1.66725382661314e-10	47.6881182248692
FRMD5	-12.6748030993359	5.39066793574588e-12	1.79500719465182e-10	47.5395015621014
ENSG00000231346	7.43612870228246	5.40978286540918e-12	1.79781916172148e-10	47.5325626387302
TTK	-5.47953265127616	5.66046036804393e-12	1.8774231641963e-10	47.443768379025
SLC16A2	-10.9050524189526	5.81205727790237e-12	1.92391656336694e-10	47.3919603552505
MS4A1	13.0431393977626	5.84049383894958e-12	1.92953883710709e-10	47.3823930051618
PCLAF	-6.63567593484722	5.95403731565221e-12	1.9620895348996e-10	47.3446509528982
ZEB1	-4.38494336791368	5.96231136487979e-12	1.9620895348996e-10	47.3419288659197
SLC17A5	3.83592089678073	6.0217469552405e-12	1.97778585670268e-10	47.3224855063711
WASF1	-6.05185906128159	6.05608898263668e-12	1.98519539432773e-10	47.3113384458082
GXYLT2	-12.7473502477976	6.13477408871213e-12	2.00319396551765e-10	47.2860347891382
SH2D5	-12.9322546359973	6.12433412676063e-12	2.00319396551765e-10	47.2893733352548
KIAA0930	5.08293697820616	6.42232846204508e-12	2.09303311909086e-10	47.1962473711628
SHCBP1	-4.37737212447812	6.55503119626025e-12	2.13215676883762e-10	47.1561601275321
LY9	11.6744209323394	7.19184171994406e-12	2.33478499305082e-10	46.9744433271067
IL17RA	3.97873841029476	7.41629266707105e-12	2.40302144514385e-10	46.9142127370773
PTPRF	-7.98514086509584	8.01374525137385e-12	2.59162368023797e-10	46.7623711024226
KITLG	-6.08667857711486	8.125302407436e-12	2.62266705484462e-10	46.7352786951811
MPP2	-10.7102220178721	8.14710014420851e-12	2.6246747672996e-10	46.7300284665483
CDC45	-6.26385798379472	8.18827700877168e-12	2.63290609390828e-10	46.720148808916
CDC42BPA	-3.54283110750736	8.27087815282204e-12	2.65440049517902e-10	46.7004791708253
IRX3	-13.5292039851472	8.46678547759425e-12	2.71210776638756e-10	46.6546033392129
SOX9	-11.4913874167938	9.01388146972865e-12	2.88187644940148e-10	46.5319045145422
CDCA3	-5.56475462928937	9.13725020897876e-12	2.91578652975536e-10	46.5052673770824
PTPRG	-6.38739308042589	9.15965855102149e-12	2.91741185115616e-10	46.500467735541
TFEC	9.92932908538833	1.02377246453312e-11	3.25463061413558e-10	46.2824427631166
NCKAP1L	12.6179344564354	1.13906467755557e-11	3.61433159173896e-10	46.0733663634188
PTAFR	7.41625092812296	1.23720535142822e-11	3.91835958011543e-10	45.9114528898532
SGCE	-8.35176914589449	1.25093218781444e-11	3.94245822786569e-10	45.8898373531473
SLC25A35	4.10960327085797	1.2518340268907e-11	3.94245822786569e-10	45.8884255563969
SLC4A3	-12.1277805985712	1.24838531673993e-11	3.94245822786569e-10	45.8938298959325
ITGA2	-6.95422585988278	1.26968599787225e-11	3.99122003323685e-10	45.8606865003987
ZNF385A	4.99856275670002	1.3801339365892e-11	4.33033085616229e-10	45.6972926485025
WDR76	-4.07521764676585	1.4455760640273e-11	4.52723254698809e-10	45.6065468870013
CENPI	-4.48743380694337	1.54877566333793e-11	4.84143249565507e-10	45.4714812867084
NAGA	3.81925416213224	1.69793243619707e-11	5.29786363286748e-10	45.2913981311126
CDH23	7.18001916048196	1.70525715439951e-11	5.31088314130821e-10	45.2829675991044
SLC41A1	-3.95979822394756	1.72231772488856e-11	5.35412017465817e-10	45.2634710816322
ANXA11	5.3548048848902	1.79237115872489e-11	5.56163198036017e-10	45.185391485753
ACAA2	3.68304190462854	1.8464376715743e-11	5.71886550153593e-10	45.1271911522131
FHL2	-7.72918941792784	1.87263415349645e-11	5.78936015637828e-10	45.0996024220898
LRIG3	-12.958637753551	1.92648112674214e-11	5.94492316931838e-10	45.0440866983859
